frame	ulx	uly	urx	ury	lrx	lry	llx	lly
frame00038.jpg 334.28 318.31 441.14 318.07 448.38 460.14 341.52 460.39
frame00039.jpg 334.17 318.17 441.20 318.35 448.80 461.31 341.77 461.13
frame00040.jpg 334.14 318.25 441.38 317.73 449.06 460.81 341.82 461.33
frame00041.jpg 334.19 318.25 441.36 318.07 448.92 460.35 341.75 460.53
frame00042.jpg 334.11 318.18 442.16 317.73 449.99 460.25 341.95 460.70
frame00043.jpg 334.24 318.33 441.38 317.84 448.82 460.28 341.68 460.77
frame00044.jpg 334.15 318.12 441.53 318.47 449.25 461.19 341.87 460.84
frame00045.jpg 334.20 318.19 440.92 318.68 448.19 461.44 341.48 460.95
frame00046.jpg 334.19 318.15 441.50 317.90 448.98 460.99 341.67 461.23
frame00047.jpg 334.23 318.24 441.33 317.75 449.01 460.23 341.91 460.72
frame00048.jpg 334.20 318.19 441.37 317.95 448.77 460.71 341.60 460.95
frame00049.jpg 334.10 318.14 441.41 318.53 449.29 461.61 341.98 461.22
frame00050.jpg 334.14 318.13 441.45 318.20 449.29 461.40 341.98 461.33
frame00051.jpg 334.22 318.19 441.28 317.91 448.92 460.51 341.86 460.79
frame00052.jpg 334.18 318.25 441.66 318.04 449.22 460.44 341.74 460.65
frame00053.jpg 334.18 318.12 441.28 318.33 449.00 461.37 341.90 461.16
frame00054.jpg 334.17 318.24 441.62 317.79 449.18 460.38 341.73 460.84
frame00055.jpg 334.18 318.18 441.49 317.97 449.33 460.69 342.02 460.90
frame00056.jpg 334.13 318.15 441.51 318.15 449.47 461.19 342.09 461.19
frame00057.jpg 334.19 318.26 441.15 318.23 448.83 460.75 341.87 460.78
frame00058.jpg 334.18 318.26 441.38 317.66 449.22 460.42 342.02 461.02
frame00059.jpg 334.24 318.25 441.24 317.86 448.48 460.51 341.48 460.89
frame00060.jpg 334.12 318.13 441.53 318.34 449.53 461.34 342.12 461.13
frame00061.jpg 334.14 318.13 441.66 318.06 449.18 461.06 341.66 461.13
frame00062.jpg 334.19 318.15 441.25 317.94 449.21 460.98 342.15 461.19
frame00063.jpg 334.24 318.14 441.27 318.38 448.43 461.55 341.40 461.30
frame00064.jpg 334.17 318.18 441.76 317.83 449.76 460.43 342.17 460.78
frame00065.jpg 334.12 318.18 441.75 318.46 449.30 461.18 341.68 460.90
frame00066.jpg 334.20 318.27 441.44 317.81 449.12 460.18 341.88 460.63
frame00067.jpg 334.27 318.29 441.13 317.73 448.69 459.93 341.83 460.49
frame00068.jpg 334.24 318.28 441.24 317.86 448.68 460.14 341.68 460.56
frame00069.jpg 334.14 318.17 441.63 317.96 449.23 460.96 341.74 461.17
frame00070.jpg 334.23 318.25 441.57 318.22 448.89 460.70 341.55 460.73
frame00071.jpg 334.19 318.17 441.61 318.10 449.01 460.94 341.59 461.01
frame00072.jpg 334.24 318.25 441.24 317.76 448.59 460.52 341.60 461.01
frame00073.jpg 334.24 318.31 441.59 317.64 448.94 459.92 341.60 460.59
frame00074.jpg 334.18 318.18 441.38 318.04 449.46 460.40 342.26 460.54
frame00075.jpg 334.26 318.31 441.40 317.89 448.47 460.45 341.34 460.87
frame00076.jpg 334.19 318.06 441.50 318.45 449.18 461.61 341.87 461.22
frame00077.jpg 334.17 318.22 441.44 317.62 449.72 460.02 342.45 460.62
frame00078.jpg 334.14 318.16 441.94 318.02 449.78 460.90 341.98 461.04
frame00079.jpg 334.23 318.26 441.71 317.87 448.79 460.52 341.31 460.90
frame00080.jpg 334.29 318.26 441.39 317.77 448.95 459.97 341.85 460.46
frame00081.jpg 334.15 318.13 441.88 318.06 449.88 460.94 342.15 461.01
frame00082.jpg 334.26 318.22 441.25 318.11 448.50 460.91 341.50 461.02
frame00083.jpg 334.14 318.21 441.59 317.62 449.99 460.50 342.54 461.09
frame00084.jpg 334.23 318.30 441.26 317.74 448.90 460.02 341.87 460.58
frame00085.jpg 334.16 318.14 441.75 318.32 449.31 461.00 341.72 460.82
frame00086.jpg 334.08 318.00 442.06 318.52 449.98 462.08 342.00 461.56
frame00087.jpg 334.22 318.15 441.53 317.94 449.17 460.86 341.86 461.07
frame00088.jpg 334.18 318.13 441.63 317.95 449.51 460.88 342.06 461.05
frame00089.jpg 334.25 318.10 441.25 318.10 448.80 460.94 341.81 460.94
frame00090.jpg 334.26 318.20 441.19 318.41 448.63 460.61 341.70 460.40
frame00091.jpg 334.17 318.09 441.97 317.63 450.09 460.60 342.29 461.05
frame00092.jpg 334.23 318.08 441.47 317.87 449.31 460.75 342.07 460.96
frame00093.jpg 334.25 318.06 441.66 317.54 449.78 460.54 342.37 461.06
frame00094.jpg 334.38 318.11 441.27 317.48 448.95 459.64 342.06 460.27
frame00095.jpg 334.25 318.04 441.60 317.93 449.36 460.69 342.01 460.80
frame00096.jpg 334.19 318.09 441.54 318.23 449.46 461.11 342.11 460.97
frame00097.jpg 334.26 318.28 441.43 317.76 448.95 459.64 341.78 460.16
frame00098.jpg 334.24 318.26 441.44 317.56 449.24 459.68 342.04 460.38
frame00099.jpg 334.10 318.23 441.55 318.54 449.31 461.34 341.86 461.03
frame00100.jpg 334.14 318.24 441.42 318.17 449.18 460.77 341.90 460.84
frame00101.jpg 334.15 318.15 441.77 318.15 449.29 461.15 341.67 461.15
frame00102.jpg 334.30 318.22 441.40 317.87 448.80 460.31 341.70 460.66
frame00103.jpg 334.28 318.25 441.31 317.90 448.63 460.22 341.60 460.57
frame00104.jpg 334.11 318.11 441.59 318.11 449.83 460.99 342.35 460.99
frame00105.jpg 334.18 318.22 441.53 317.83 449.09 460.35 341.74 460.74
frame00106.jpg 334.15 318.10 441.60 318.27 449.72 461.19 342.27 461.02
frame00107.jpg 334.25 318.15 441.70 317.52 449.54 460.16 342.09 460.79
frame00108.jpg 334.36 318.14 441.11 317.48 448.91 459.51 342.16 460.18
frame00109.jpg 334.35 318.11 441.20 318.14 448.56 460.74 341.71 460.71
frame00110.jpg 334.25 318.06 441.84 317.71 449.92 460.23 342.33 460.58
frame00111.jpg 334.27 318.00 441.44 318.10 449.36 460.99 342.19 460.88
frame00112.jpg 334.22 318.09 441.98 317.78 449.98 460.30 342.22 460.61
frame00113.jpg 334.31 318.06 441.45 317.46 449.32 460.22 342.19 460.82
frame00114.jpg 334.26 318.02 441.50 317.71 449.58 460.43 342.34 460.74
frame00115.jpg 334.39 317.95 440.89 318.23 448.45 461.47 341.95 461.19
frame00116.jpg 334.30 317.95 441.72 318.06 449.68 460.78 342.26 460.67
frame00117.jpg 334.38 317.89 441.86 317.75 449.62 460.67 342.14 460.81
frame00118.jpg 334.45 317.88 441.27 317.70 448.87 460.94 342.05 461.12
frame00119.jpg 334.56 317.88 441.34 317.57 448.70 460.21 341.92 460.52
frame00120.jpg 334.63 317.90 440.96 317.31 448.32 459.83 341.99 460.42
frame00121.jpg 334.69 317.76 440.84 317.83 448.04 460.75 341.89 460.68
frame00122.jpg 334.79 317.62 441.05 317.62 448.13 460.70 341.87 460.70
frame00123.jpg 334.80 317.51 441.10 317.90 448.49 461.18 342.20 460.79
frame00124.jpg 334.95 317.59 440.82 317.91 447.58 460.39 341.71 460.07
frame00125.jpg 334.85 317.67 440.73 317.67 447.64 460.59 341.77 460.59
frame00126.jpg 334.76 317.70 440.78 317.84 447.86 460.84 341.84 460.70
frame00127.jpg 334.75 317.67 441.11 317.74 448.19 460.54 341.83 460.47
frame00128.jpg 334.78 317.61 441.11 317.86 448.11 460.97 341.78 460.73
frame00129.jpg 334.72 317.58 441.33 317.79 448.69 461.23 342.08 461.02
frame00130.jpg 334.79 317.77 440.21 318.05 447.53 460.33 342.11 460.05
frame00131.jpg 334.63 317.79 441.03 318.03 448.51 460.23 342.11 459.99
frame00132.jpg 334.50 317.91 440.90 318.54 448.38 460.38 341.98 459.75
frame00133.jpg 334.28 318.02 440.54 318.86 448.86 460.54 342.60 459.70
frame00134.jpg 334.20 318.13 440.01 319.49 447.97 461.53 342.16 460.17
frame00135.jpg 334.08 318.18 439.61 319.69 447.61 462.04 342.08 460.54
frame00136.jpg 334.01 318.13 439.95 320.02 448.47 462.02 342.53 460.13
frame00137.jpg 334.05 318.33 439.85 319.07 448.57 460.23 342.77 459.49
frame00138.jpg 333.75 318.36 439.45 319.27 449.05 460.47 343.35 459.56
frame00139.jpg 333.43 318.41 439.83 320.26 449.99 461.22 343.59 459.37
frame00140.jpg 333.21 318.36 438.98 322.04 449.10 464.00 343.33 460.32
frame00141.jpg 333.33 318.49 438.47 320.94 448.47 462.58 343.33 460.13
frame00142.jpg 333.74 318.25 438.99 319.90 448.58 461.38 343.34 459.73
frame00143.jpg 334.38 317.69 439.80 320.28 448.56 462.52 343.14 459.93
frame00144.jpg 335.38 316.65 441.47 320.05 449.87 463.09 343.78 459.69
frame00145.jpg 336.90 315.17 442.15 319.51 447.27 462.31 342.02 457.97
frame00146.jpg 338.40 312.81 443.54 318.34 446.70 460.94 341.56 455.41
frame00147.jpg 339.60 309.47 444.49 315.73 446.33 459.25 341.44 452.99
frame00148.jpg 340.82 305.17 445.05 312.24 445.01 456.16 340.78 449.09
frame00149.jpg 341.63 299.73 445.16 307.19 445.68 452.50 342.15 445.05
frame00150.jpg 342.66 293.31 445.98 299.05 446.38 443.61 343.06 437.87
frame00151.jpg 343.60 285.37 446.60 290.44 447.72 436.44 344.72 431.37
frame00152.jpg 345.33 275.77 447.99 279.51 449.07 425.48 346.41 421.73
frame00153.jpg 347.78 264.46 450.61 266.35 451.49 412.15 348.66 410.26
frame00154.jpg 351.09 251.49 453.25 253.41 453.10 401.77 350.93 399.85
frame00155.jpg 355.34 237.81 456.77 238.30 455.57 387.30 354.14 386.81
frame00156.jpg 360.26 223.80 460.88 224.81 459.25 373.37 358.62 372.36
frame00157.jpg 366.10 210.44 465.29 211.00 462.81 356.64 363.62 356.08
frame00158.jpg 372.15 197.63 471.27 198.64 468.59 344.68 369.47 343.67
frame00159.jpg 378.03 186.35 478.45 186.77 477.77 332.37 377.35 331.95
frame00160.jpg 383.95 176.41 486.64 175.57 485.96 323.01 383.27 323.85
frame00161.jpg 389.52 168.23 494.45 165.39 495.29 313.15 390.36 315.99
frame00162.jpg 395.19 161.45 500.40 157.74 501.64 305.38 396.43 309.09
frame00163.jpg 400.48 155.75 506.49 152.36 509.01 299.91 403.00 303.31
frame00164.jpg 405.98 151.45 511.71 147.46 513.75 293.50 408.02 297.49
frame00165.jpg 411.52 148.15 516.14 144.33 518.18 289.13 413.56 292.95
frame00166.jpg 417.14 145.59 522.56 141.91 525.04 286.75 419.62 290.43
frame00167.jpg 423.08 143.85 528.71 140.11 531.67 285.23 426.04 288.97
frame00168.jpg 429.43 142.86 535.27 139.78 538.47 284.62 432.63 287.70
frame00169.jpg 436.42 142.66 541.28 139.58 544.56 284.62 439.70 287.70
frame00170.jpg 444.01 142.67 549.71 140.47 552.55 285.23 446.85 287.43
frame00171.jpg 452.23 143.33 557.16 141.89 559.40 287.13 454.47 288.57
frame00172.jpg 461.20 144.68 565.47 142.69 568.55 287.69 464.28 289.68
frame00173.jpg 471.11 146.71 574.54 145.59 577.13 290.59 473.71 291.71
frame00174.jpg 481.50 149.67 585.87 147.29 587.47 291.25 483.10 293.63
frame00175.jpg 491.74 152.96 595.69 150.09 598.33 294.77 494.38 297.64
frame00176.jpg 501.74 156.71 606.36 153.14 609.75 297.94 505.14 301.51
frame00177.jpg 510.79 160.82 616.14 156.44 621.46 302.13 516.11 306.50
frame00178.jpg 519.12 165.31 624.61 159.71 631.73 306.07 526.24 311.67
frame00179.jpg 526.40 169.96 632.69 163.45 641.69 310.81 535.40 317.32
frame00180.jpg 532.56 175.04 639.03 166.50 649.55 312.98 543.08 321.52
frame00181.jpg 537.30 180.24 643.49 170.83 654.61 318.14 548.42 327.56
frame00182.jpg 540.49 185.64 647.52 175.74 658.96 322.94 551.93 332.84
frame00183.jpg 542.26 191.25 649.15 180.54 661.63 328.62 554.74 339.33
frame00184.jpg 543.25 197.11 649.72 186.26 662.04 334.50 555.57 345.35
frame00185.jpg 543.73 202.56 650.65 191.43 662.33 339.43 555.41 350.56
frame00186.jpg 543.22 206.88 650.56 195.64 663.00 342.80 555.66 354.04
frame00187.jpg 542.50 211.01 649.63 197.75 662.60 344.35 555.46 357.61
frame00188.jpg 541.32 214.59 648.91 201.04 662.91 348.81 555.32 362.35
frame00189.jpg 540.10 218.00 648.14 203.37 663.98 350.93 555.94 365.56
frame00190.jpg 539.28 221.63 647.12 206.09 663.52 353.25 555.68 368.79
frame00191.jpg 539.09 225.53 646.92 210.34 663.20 358.14 555.37 373.33
frame00192.jpg 539.72 230.05 646.99 215.87 662.03 362.99 554.76 377.17
frame00193.jpg 540.77 234.86 648.71 221.63 663.19 368.79 555.25 382.02
frame00194.jpg 542.10 240.37 649.24 228.05 661.95 374.65 554.82 386.97
frame00195.jpg 543.46 246.07 650.35 234.91 661.67 381.46 554.78 392.63
frame00196.jpg 544.86 252.25 651.40 241.64 660.40 387.40 553.86 398.01
frame00197.jpg 546.10 258.33 652.88 249.27 660.12 394.59 553.34 403.65
frame00198.jpg 547.28 264.10 654.45 256.40 660.45 402.04 553.28 409.74
frame00199.jpg 548.52 269.58 655.94 263.66 659.54 408.94 552.12 414.86
frame00200.jpg 549.70 274.31 656.97 269.76 658.77 415.40 551.50 419.95
frame00201.jpg 550.69 278.52 658.21 275.30 658.37 420.90 550.85 424.12
frame00202.jpg 551.49 282.07 660.06 279.87 659.90 425.62 551.33 427.83
frame00203.jpg 552.36 285.19 660.09 284.28 658.89 430.20 551.16 431.11
frame00204.jpg 553.17 287.79 661.57 287.62 659.81 434.13 551.41 434.31
frame00205.jpg 553.65 289.81 664.00 289.78 663.56 438.57 553.21 438.61
frame00206.jpg 554.46 291.96 664.81 294.34 663.65 443.94 553.30 441.56
frame00207.jpg 555.43 293.99 664.63 298.40 662.39 449.48 553.19 445.07
frame00208.jpg 555.85 295.85 666.38 301.62 664.38 453.78 553.85 448.01
frame00209.jpg 555.96 297.84 668.17 304.67 666.57 457.31 554.36 450.48
frame00210.jpg 555.80 298.97 668.50 308.38 668.26 465.54 555.56 456.13
frame00211.jpg 555.66 301.06 669.62 309.81 669.94 465.37 555.98 456.62
frame00212.jpg 555.20 302.00 668.92 313.97 670.71 474.85 557.00 462.88
frame00213.jpg 554.77 303.59 671.88 314.83 675.84 473.67 558.73 462.43
frame00214.jpg 554.62 303.80 671.94 314.61 676.38 474.17 559.06 463.36
frame00215.jpg 554.27 303.73 672.33 314.69 677.48 475.32 559.43 464.37
frame00216.jpg 554.10 303.89 672.33 314.60 677.53 474.92 559.30 464.21
frame00217.jpg 554.03 303.89 672.15 314.57 677.60 475.37 559.47 464.69
frame00218.jpg 554.16 304.06 672.08 314.07 676.72 473.75 558.80 463.74
frame00219.jpg 553.61 303.65 672.93 314.99 679.64 477.07 560.33 465.73
frame00220.jpg 553.63 303.95 671.79 315.29 677.87 476.61 559.71 465.27
frame00221.jpg 553.43 303.93 671.73 315.58 677.89 476.50 559.59 464.85
frame00222.jpg 553.13 303.84 672.23 315.29 679.52 476.85 560.41 465.40
frame00223.jpg 553.22 304.09 671.48 315.12 678.20 475.72 559.94 464.69
frame00224.jpg 553.01 303.88 671.87 315.57 679.39 477.57 560.53 465.88
frame00225.jpg 552.84 303.71 672.47 315.68 681.11 478.40 561.48 466.43
frame00226.jpg 552.92 303.87 672.69 315.18 680.89 477.14 561.12 465.83
frame00227.jpg 553.24 304.18 671.61 314.65 678.37 475.33 560.00 464.86
frame00228.jpg 552.87 303.94 672.57 315.28 681.01 477.16 561.31 465.82
frame00229.jpg 552.87 303.90 673.03 314.89 681.26 476.85 561.11 465.86
frame00230.jpg 552.84 303.87 672.47 314.93 680.87 477.09 561.24 466.03
frame00231.jpg 552.71 303.95 672.44 315.26 681.28 477.30 561.55 465.99
frame00232.jpg 553.02 303.81 671.74 315.64 679.34 477.72 560.62 465.89
frame00233.jpg 552.77 303.52 672.37 316.19 681.41 479.07 561.81 466.40
frame00234.jpg 552.66 303.66 672.78 315.42 681.94 477.62 561.82 465.86
frame00235.jpg 552.70 303.25 670.58 316.59 679.70 481.59 561.82 468.25
frame00236.jpg 552.78 303.88 672.16 314.80 680.68 476.52 561.30 465.60
frame00237.jpg 552.89 303.85 672.73 314.70 681.25 476.74 561.41 465.89
frame00238.jpg 553.33 303.46 672.19 315.88 680.03 479.09 561.17 466.66
frame00239.jpg 553.86 303.00 672.79 314.44 679.27 476.33 560.34 464.88
frame00240.jpg 554.54 301.42 672.11 311.99 677.14 473.55 559.58 462.98
frame00241.jpg 555.49 298.68 669.66 308.58 672.14 468.62 557.97 458.72
frame00242.jpg 555.48 295.32 670.70 302.01 673.34 458.97 558.12 452.28
frame00243.jpg 555.42 290.52 669.03 295.31 671.99 452.04 558.38 447.24
frame00244.jpg 555.74 285.17 666.44 286.99 667.77 440.07 557.06 438.25
frame00245.jpg 555.29 278.43 664.07 278.61 666.67 429.92 557.89 429.75
frame00246.jpg 554.76 270.63 661.89 269.48 664.62 419.20 557.48 420.35
frame00247.jpg 553.98 261.85 660.17 259.29 663.65 408.21 557.46 410.77
frame00248.jpg 552.72 252.35 658.24 248.75 662.84 397.18 557.32 400.79
frame00249.jpg 550.93 242.44 655.69 237.43 661.97 384.95 557.21 389.96
frame00250.jpg 548.55 231.93 652.64 225.70 660.56 373.14 556.47 379.37
frame00251.jpg 545.45 220.97 649.50 214.84 658.62 362.37 554.57 368.49
frame00252.jpg 541.38 210.09 645.19 202.35 656.63 349.51 552.82 357.25
frame00253.jpg 536.29 199.17 639.75 191.02 652.43 337.78 548.97 345.93
frame00254.jpg 530.60 188.59 632.38 181.10 645.02 327.58 543.24 335.07
frame00255.jpg 523.88 178.80 626.29 169.31 640.53 314.19 538.12 323.68
frame00256.jpg 516.09 169.63 618.05 160.74 633.40 305.70 531.45 314.59
frame00257.jpg 507.74 161.72 610.29 152.52 626.17 296.04 523.62 305.24
frame00258.jpg 498.78 155.07 601.44 146.81 616.76 291.37 514.10 299.63
frame00259.jpg 489.04 150.08 592.12 140.87 607.51 284.59 504.44 293.80
frame00260.jpg 478.80 146.69 581.88 136.89 595.88 279.33 492.80 289.13
frame00261.jpg 467.38 144.49 570.95 135.14 585.71 278.70 482.14 288.05
frame00262.jpg 455.67 143.90 556.78 134.80 572.58 277.36 471.47 286.46
frame00263.jpg 443.69 144.35 546.63 135.22 559.67 276.70 456.73 285.83
frame00264.jpg 431.69 145.98 532.49 136.91 544.41 277.63 443.61 286.70
frame00265.jpg 419.30 148.89 521.01 139.55 531.01 279.27 429.30 288.61
frame00266.jpg 407.22 152.75 508.33 143.30 517.86 282.94 416.74 292.39
frame00267.jpg 395.81 157.97 495.59 149.22 504.15 288.74 404.37 297.49
frame00268.jpg 385.11 164.20 485.21 156.11 494.41 296.44 394.31 304.52
frame00269.jpg 375.46 171.87 475.81 163.12 484.61 303.84 384.26 312.59
frame00270.jpg 366.93 180.34 466.54 172.18 475.02 313.66 375.41 321.82
frame00271.jpg 359.39 189.30 458.93 181.14 467.49 322.74 367.95 330.90
frame00272.jpg 352.74 198.87 451.34 190.82 460.26 331.94 361.66 339.99
frame00273.jpg 347.15 208.46 446.76 200.03 456.00 340.91 356.39 349.34
frame00274.jpg 342.38 218.25 442.16 209.92 451.81 350.48 352.02 358.81
frame00275.jpg 338.49 227.97 438.34 219.78 449.06 360.46 349.21 368.65
frame00276.jpg 335.41 237.52 434.77 230.69 446.21 372.45 346.85 379.28
frame00277.jpg 332.94 247.16 433.29 240.02 446.09 381.06 345.74 388.20
frame00278.jpg 331.19 256.39 431.92 249.25 444.36 389.89 343.63 397.03
frame00279.jpg 329.66 264.81 430.67 258.86 443.19 400.54 342.18 406.49
frame00280.jpg 328.51 272.60 430.29 267.45 441.17 408.41 339.39 413.56
frame00281.jpg 327.44 279.36 429.54 275.58 439.02 417.18 336.92 420.96
frame00282.jpg 326.66 285.04 429.94 282.76 437.70 424.16 334.42 426.44
frame00283.jpg 326.23 289.88 428.71 289.04 434.51 430.80 332.03 431.64
frame00284.jpg 325.47 294.09 428.51 294.20 433.55 436.00 330.51 435.89
frame00285.jpg 324.46 298.00 428.24 298.84 432.88 440.28 329.10 439.44
frame00286.jpg 323.27 301.67 427.50 302.55 431.70 443.66 327.47 442.79
frame00287.jpg 322.20 305.20 425.59 306.50 429.87 447.29 326.48 446.00
frame00288.jpg 321.10 308.51 425.01 309.21 429.41 449.65 325.50 448.95
frame00289.jpg 319.92 311.18 425.20 311.91 429.84 453.03 324.56 452.30
frame00290.jpg 319.06 313.58 423.33 315.05 427.61 455.57 323.34 454.10
frame00291.jpg 317.73 315.15 422.03 316.17 427.63 456.69 323.33 455.67
frame00292.jpg 316.37 315.89 420.28 315.71 426.76 455.84 322.85 456.01
frame00293.jpg 315.21 315.90 419.48 314.68 426.20 454.48 321.93 455.70
frame00294.jpg 314.19 315.58 418.56 315.20 426.52 456.32 322.15 456.70
frame00295.jpg 313.84 315.51 418.11 315.58 424.99 456.98 320.72 456.91
frame00296.jpg 313.90 315.42 418.10 314.75 425.10 455.11 320.90 455.78
frame00297.jpg 314.27 315.22 417.97 314.80 424.86 455.60 321.15 456.02
frame00298.jpg 314.96 314.95 419.61 315.40 426.57 456.72 321.92 456.27
frame00299.jpg 316.06 314.97 420.25 315.53 426.33 456.97 322.14 456.41
frame00300.jpg 316.97 314.88 420.71 315.61 425.83 456.33 322.09 455.60
frame00301.jpg 317.38 314.93 420.84 314.72 425.80 454.84 322.34 455.05
frame00302.jpg 317.38 314.85 421.26 315.16 426.70 455.52 322.82 455.21
frame00303.jpg 317.47 314.82 420.89 315.03 426.21 455.63 322.79 455.42
frame00304.jpg 317.51 314.70 421.60 314.98 426.80 455.70 322.71 455.42
frame00305.jpg 318.01 314.41 422.00 315.39 426.44 456.23 322.45 455.25
frame00306.jpg 318.65 314.15 422.67 314.85 427.27 455.97 323.25 455.27
frame00307.jpg 319.40 313.88 423.04 314.72 427.60 456.20 323.96 455.36
frame00308.jpg 320.10 313.67 424.08 314.89 427.60 455.49 323.62 454.27
frame00309.jpg 320.13 313.43 424.25 315.42 428.05 457.11 323.93 455.11
frame00310.jpg 320.10 313.77 423.45 315.00 427.29 455.32 323.94 454.09
frame00311.jpg 319.90 314.05 423.22 315.03 426.98 454.63 323.66 453.65
frame00312.jpg 319.62 314.15 423.05 314.89 427.05 455.01 323.62 454.27
frame00313.jpg 319.37 314.19 422.80 314.92 427.32 455.68 323.89 454.95
frame00314.jpg 319.10 314.19 423.23 315.38 427.99 456.66 323.86 455.47
frame00315.jpg 318.99 314.28 423.15 315.86 427.47 457.42 323.31 455.84
frame00316.jpg 318.92 314.43 422.62 315.79 426.87 457.11 323.16 455.75
frame00317.jpg 318.81 314.52 422.76 315.50 427.24 456.34 323.29 455.36
frame00318.jpg 318.75 314.56 422.66 315.86 426.90 456.86 322.99 455.56
frame00319.jpg 318.61 314.61 422.59 315.73 427.39 456.77 323.41 455.65
frame00320.jpg 318.57 314.61 422.87 315.52 427.71 456.60 323.41 455.69
frame00321.jpg 318.50 314.67 422.94 315.61 428.06 456.25 323.62 455.31
frame00322.jpg 318.56 314.65 422.93 315.49 427.89 456.45 323.52 455.61
frame00323.jpg 318.55 314.72 422.53 315.38 427.41 455.78 323.43 455.12
frame00324.jpg 318.52 314.83 422.37 315.00 427.57 455.28 323.72 455.11
frame00325.jpg 318.45 314.79 422.09 315.49 427.29 456.37 323.65 455.67
frame00326.jpg 318.33 314.87 421.97 315.75 427.21 456.62 323.57 455.75
frame00327.jpg 318.22 315.10 421.99 315.56 427.11 455.23 323.34 454.78
frame00328.jpg 318.02 314.93 421.90 316.71 427.22 457.95 323.34 456.17
frame00329.jpg 317.97 315.09 422.16 316.32 427.52 456.92 323.33 455.69
frame00330.jpg 317.89 315.07 422.30 316.15 427.98 456.88 323.57 455.79
frame00331.jpg 317.81 315.06 422.42 316.36 428.26 457.39 323.65 456.10
frame00332.jpg 317.99 315.05 422.15 316.24 427.43 457.24 323.27 456.05
frame00333.jpg 318.08 315.05 422.00 315.75 427.27 456.63 323.36 455.93
frame00334.jpg 318.11 315.07 422.27 315.70 427.59 455.98 323.43 455.35
frame00335.jpg 318.14 315.06 421.95 315.76 427.19 456.76 323.38 456.06
frame00336.jpg 318.20 315.05 421.59 316.24 426.35 456.92 322.96 455.73
frame00337.jpg 318.10 315.03 422.08 316.19 426.92 457.15 322.94 455.99
frame00338.jpg 317.94 314.93 422.31 316.68 427.79 458.04 323.42 456.29
frame00339.jpg 318.01 315.12 422.03 315.93 427.55 456.65 323.53 455.84
frame00340.jpg 317.88 315.10 422.15 316.50 427.95 457.06 323.68 455.66
